Cancer	Morbidity	Cohort	Positive	OR	Lower_CI	Upper_CI	pvalue
Skin	Other haemolytic anaemias	159|54634	1|192	1.3000776585117249	0.3849250650008101	4.39098949858662	0.6725928
Haematopoietic	Schizophrenia and psychosis	515|54634	5|616	0.9157891741716098	0.6086192208161352	1.3779877185036886	0.6730374
Haematopoietic	Intervertebral disc disorders	515|54634	27|1731	1.045727274697943	0.8490681712142882	1.2879360811314613	0.6739988
Ovarian	Chronic sinusitis	117|30319	17|3635	1.0596687931436977	0.8088011737927797	1.3883485676670333	0.6741406
Lymphoma	Gestational diabetes	193|54634	7|3285	1.0941208893029997	0.7189995695068528	1.6649530419472343	0.6745384
Prostate	COPD	196|24315	21|504	1.0543786119595444	0.8234007984071775	1.350149598480211	0.6746782
Haematopoietic	Visual impairment	515|54634	15|712	1.0627976247471915	0.7994585603571343	1.4128797253277077	0.6750285
Urinary	Adrenal insufficiency	212|54634	0|31	0.5991519741147935	0.05452988385363211	6.583235883084373	0.6752929
Cervical	Ankylosing spondylitis	137|30319	0|35	0.6044375033274012	0.05713958186126715	6.393898651826085	0.6756994
Prostate	Neuromuscular bladder dysfunction	196|24315	5|204	1.1121899504605335	0.6754717387397697	1.8312631231814627	0.6760005
Gynaecological	Venous thromboembolism	361|30319	5|265	1.1097547000986077	0.6808144479023039	1.808944416772538	0.676131
Thyroid	Liver failure and transplant	121|54634	0|84	0.6051445039301301	0.057247918230211255	6.396736893807078	0.6763161
Bladder	COPD	163|54634	10|662	1.0782971674110997	0.7567456041127916	1.5364803904080548	0.6765002
Non-Melanoma Skin	Thrombophilia	129|54634	0|104	0.604998076678591	0.05702914648478166	6.418168521643017	0.6766346
Uterine	Spinal stenosis	102|30319	1|136	0.8408163616390214	0.3720808907852535	1.9000496169202907	0.6768008
Cervical	Spondylolisthesis	137|30319	0|53	0.6036462086092446	0.05582792984299176	6.526997260924918	0.6777287
Ovarian	Psoriasis	117|30319	2|595	0.8786883454225649	0.4768305367903663	1.619219300799285	0.6783806
Endocrine	Enthesopathies	164|54634	26|7084	1.0493497640418283	0.835629839223617	1.317730501722754	0.6784557
Thyroid	Thalassaemia	121|54634	1|263	1.2911973936721142	0.38560925306337884	4.323523608889232	0.6785115
Ovarian	Macular degeneration	117|30319	1|55	1.2966175641753581	0.3795819664850892	4.429127978064999	0.6785452
Urinary	Tuberculosis	212|54634	7|1380	0.9275900502454281	0.6497293418263944	1.324279582165181	0.6790258
Colorectal	Diabetic eye	241|54634	43|3243	1.0384275522662734	0.8683688814244661	1.241789986228935	0.679429
Secondary	Aplastic anaemias	479|54634	1|45	1.2944812037253235	0.38055013101149027	4.403313651066822	0.6794377
Gynaecological	Alopecia	361|30319	2|243	0.8799616077662024	0.47978150338356307	1.6139272266264024	0.6794424
Ovarian	COPD	117|30319	2|158	1.1890373141299198	0.5223010568959507	2.706886604433854	0.6799581
Kidney	Ulcerative colitis	182|54634	1|293	0.8438825102003329	0.375746051019408	1.8952632744641453	0.6809328
Thyroid	Interstitial pulmonary diseases with fibrosis	121|54634	0|66	0.6039505229791631	0.054536286037797393	6.688321862511934	0.6810548
Male genital	Adrenal insufficiency	222|24315	0|10	0.5921685332909592	0.048409461443223875	7.243699090336609	0.6817201
Cervical	Constipation	137|30319	21|5145	0.9537540023091324	0.7602322502130581	1.1965378957098391	0.682375
Male genital	Heart failure	222|24315	16|437	0.9474174214179572	0.7314333184182543	1.2271792216785211	0.6824025
Urinary	Gout	212|54634	5|571	0.9167256808067166	0.6040965275449786	1.391145182154629	0.6828334
Lymphoma	Macular degeneration	193|54634	2|110	1.186798089924637	0.5215862447390075	2.700396569993043	0.6830631
Uterine	Constipation	102|30319	22|5145	1.0531066393905404	0.821376489781843	1.350213462066581	0.6832022
Lymphoma	Hearing loss	193|54634	14|2216	1.0633827495714325	0.7914012108673119	1.4288364189471654	0.6834563
Lymphoma	Post-traumatic stress disorders	193|54634	8|2948	0.9331270628511568	0.6684208692849759	1.302661474882825	0.6842848
Gynaecological	ADHD and hyperkinetic disorders	361|30319	0|19	0.6031140273796731	0.05263370420956263	6.91090500820276	0.6844585
Endocrine	Type 1 Diabetes	164|54634	1|422	0.844965906310911	0.3746940847261728	1.9054674518002814	0.6847192
Haematopoietic	Hypertrophic cardiomyopathy	515|54634	1|74	0.8422410694141106	0.3670703499722238	1.93251789217381	0.6853422
Lymphoma	Hypertrophy of nasal turbinates	193|54634	5|1009	1.1059459144937271	0.6793227859959202	1.8004936548569	0.685489
Breast	Diabetic eye	428|30319	43|1352	0.9668113407782503	0.8203250752918554	1.139455804547827	0.6872179
Ovarian	Barretts oesophagus	117|30319	0|22	0.6008073169067075	0.049983886274778955	7.221716015922836	0.6879868
Breast	Aortic aneurysm	428|30319	0|5	0.5920453750449363	0.04570448709571676	7.669219115795489	0.6883448
Lung	Nephritides	130|54634	2|332	0.8800161670772051	0.47104937514668266	1.6440494249166593	0.6885367
Bladder	Endometriosis	50|30319	1|735	0.845684432661713	0.3717968782668297	1.9235830138764494	0.6893413
Prostate	Enthesopathies	196|24315	51|3241	0.9673751561261283	0.8217145360385435	1.1388561984087324	0.6903589
Bladder	Thrombophilia	163|54634	0|104	0.6052764398124755	0.05073114790116845	7.2215903591573785	0.6914163
Prostate	Atrial fibrillation and flutter	196|24315	7|194	0.9286961182280145	0.6430577534742428	1.3412115402576017	0.6932298
Urinary	COPD	212|54634	12|662	1.0674590449518622	0.7716226683596277	1.4767176488890723	0.6933955
Ovarian	Ankylosing spondylitis	117|30319	0|35	0.6035828290848239	0.04896587754925986	7.440124629637037	0.6936054
Haematopoietic	Sarcoidosis	515|54634	1|98	0.8469039423749029	0.3698013312931622	1.9395449040218617	0.6942837
Uterine	Parkinsons disease	102|30319	0|10	0.6003076531080046	0.04706730878233473	7.656466615641599	0.6944108
Ovarian	Bipolar disorder	117|30319	1|144	1.2716954370919138	0.3830895442999399	4.221491577578008	0.6945949
Bladder	Cardiac conduction defects	163|54634	5|366	1.1040407959219303	0.6735374901626126	1.8097078438286307	0.69465
Cervical	Hypopituitarism	137|30319	0|35	0.6046255126248665	0.04859306761094956	7.523130942128616	0.6956783
Haematopoietic	Alcohol dependence	515|54634	26|2814	0.9619890605026066	0.7922012721112823	1.1681664560577623	0.6956947
Skin	Alopecia	159|54634	1|566	0.8500296905916443	0.37638957810665663	1.9196877833917585	0.6958492
Uterine	Hypertrophic cardiomyopathy	102|30319	0|11	0.5996536742493442	0.045923119312441855	7.8301416459599515	0.6964523
Kidney	Adrenal insufficiency	182|54634	0|31	0.6031490090077185	0.047504682207977246	7.657955177435197	0.6965845
Skin	Alcohol dependence	159|54634	8|2814	0.9353888067809254	0.6685337483630758	1.308762978672938	0.6967059
Skin	Alllergic and chronic rhinitis	159|54634	35|11166	1.0392830495582281	0.8560781142833208	1.2616947438298671	0.6969546
Uterine	Ankylosing spondylitis	102|30319	0|35	0.6029120180189581	0.0471087179786329	7.7162554420726615	0.6972639
Thyroid	Hypopituitarism	121|54634	0|65	0.6052304405510438	0.047974176616380586	7.635438729854883	0.6978279
Cervical	Schizophrenia and psychosis	137|30319	1|317	0.8506810627783353	0.37588738816964723	1.9251996564542182	0.6979531
Male genital	COPD	222|24315	22|504	1.0492658194185347	0.8228570230059626	1.337970909913558	0.6981703
Colorectal	Urticaria	241|54634	14|2573	1.0586120888133876	0.7935103465263909	1.412280960780859	0.6985329
Colorectal	Pulmonary hypertension	241|54634	1|60	1.2684339127990307	0.380050781372235	4.233446344536843	0.698984
Colorectal	Seborrheic dermatitis	241|54634	13|2622	1.060447193693289	0.787404094862694	1.4281717074484719	0.6991984
Uterine	Cardiovascular disease	102|30319	20|1795	1.0539629524255112	0.8067862303829024	1.3768677045446036	0.699905
Uterine	Seborrheic dermatitis	102|30319	6|1657	1.0914327689365566	0.6985395643596144	1.7053085464107873	0.7007767
Colorectal	Gestational diabetes	241|54634	7|3285	0.9308221975679414	0.6455868828494999	1.3420811148779102	0.7009836
Cervical	Cardiomyopathy	137|30319	0|39	0.6045420800611035	0.04628387734608357	7.896294509464454	0.7010698
Ovarian	Aplastic anaemias	117|30319	0|29	0.6027299660807427	0.045414765297156295	7.999235703073002	0.7011386
Gynaecological	Type 1 Diabetes	361|30319	5|217	1.1002007905388496	0.675371465648892	1.7922607647323767	0.7013134
Bladder	Epilepsy	163|54634	2|418	1.169685606141072	0.5250529102710277	2.6057648485509257	0.701331
Secondary	Cardiomyopathy	479|54634	3|111	1.1350809840796645	0.5931866820492343	2.1720124193757977	0.7019579
Gynaecological	Chronic fatigue	361|30319	14|922	1.0568195782193361	0.7961858185430531	1.4027725625048943	0.702094
Urinary	Chronic kidney disease	212|54634	1|68	1.2648455248755648	0.37931002514044987	4.217748268597331	0.7021905
Urinary	Portal hypertension	212|54634	1|68	1.2648455248755648	0.37931002514044987	4.217748268597331	0.7021905
Secondary	Alcohol dependence	479|54634	26|2814	0.9627260338762278	0.7923797212836801	1.1696935085637215	0.7022054
Breast	ADHD and hyperkinetic disorders	428|30319	0|19	0.6008637954489466	0.043794764530994484	8.243846143431131	0.7030284
Endocrine	Intracerebral haemorrhage	164|54634	0|45	0.6046605819215986	0.04538999375950013	8.054956369172071	0.7033473
Prostate	Depression	196|24315	34|2523	1.0382983799134582	0.8551662812159658	1.2606478405556487	0.7042252
Cervical	Retinal vascular occlusions	137|30319	0|40	0.6040979048866315	0.04473070949219382	8.158472844078277	0.7043132
Non-Melanoma Skin	Obstructive and reflux uropathy	129|54634	2|459	1.1672400143719783	0.524700193241521	2.5966242602925003	0.7046309
Gynaecological	Thalassaemia	361|30319	2|205	0.8881105948454671	0.4803225795832779	1.6421056644080132	0.7051429
Colorectal	Schizophrenia and psychosis	241|54634	4|616	1.1114183584083248	0.6426811477034693	1.9220273876416794	0.7054296
Endocrine	Heart failure	164|54634	3|662	1.133916988221983	0.5907183383706001	2.1766172686038368	0.7056167
Kidney	Barretts oesophagus	182|54634	1|57	1.2587548272517692	0.3809022875008965	4.159764241704384	0.705925
Endocrine	Subdural haematoma	164|54634	0|48	0.6048704355510244	0.04373907550947413	8.364791426019893	0.707567
Urinary	Dermatitis	212|54634	49|11312	1.0322462985810377	0.8739910671770996	1.2191571069207972	0.7085693
Colorectal	Cerebrovascular disease	241|54634	9|692	0.9396433411746318	0.6777325214618101	1.3027700171587204	0.7088235
Cervical	Liver failure and transplant	137|30319	0|31	0.6046557446562922	0.04262521923707052	8.577283028444604	0.7100487
Urinary	Somatoform and dissociative disorders	212|54634	9|2700	0.9409932618964733	0.6828412068999979	1.2967411895870562	0.7100899
Respiratory	Aplastic anaemias	149|54634	0|45	0.6029102092856171	0.0415483695136245	8.74885644649973	0.710821
Bladder	Polymyalgia rheumatica	163|54634	1|71	1.2525606801137974	0.38045547713443717	4.123763098862556	0.7110764
Uterine	Subdural haematoma	102|30319	0|17	0.6012472688654553	0.04050633084197838	8.92448836524916	0.7116425
Gynaecological	Ischemic stroke	361|30319	4|139	1.1093308547627834	0.6399194051572463	1.923078024218269	0.7116516
Cervical	Pulmonary hypertension	137|30319	0|37	0.6043105847786165	0.04180024826980693	8.736581670957628	0.7117032
Breast	Obsessive-compulsive disorder	428|30319	2|104	1.1626966436475612	0.5219934286353014	2.589809394121327	0.7121808
Uterine	Intracerebral haemorrhage	102|30319	0|15	0.6009521289192286	0.040163976181347205	8.991725809763674	0.7121925
Kidney	Vitamin B12 deficiency	182|54634	13|1908	1.0582508461570415	0.7832223589293503	1.4298555711853898	0.7123326
Lung	Peptic ulcer	130|54634	14|1199	1.0581168800801497	0.7831508383292132	1.429624124899294	0.7129144
Uterine	Subarachnoid haemorrhage	102|30319	0|22	0.6016051174398239	0.03999853702148252	9.048548879060224	0.7133079
Prostate	Cerebrovascular disease	196|24315	13|409	0.9490974486761741	0.7175151045014335	1.2554243965491647	0.7143077
Cervical	Chronic kidney disease	137|30319	0|31	0.6044411299633011	0.04048752406920601	9.023744671736777	0.715097
Cervical	Portal hypertension	137|30319	0|31	0.6044411299633011	0.04048752406920601	9.023744671736777	0.715097
Respiratory	Dementia	149|54634	3|129	0.9029419620505301	0.5214898019280075	1.5634134815626077	0.7154683
Solid	Hypertrophic cardiomyopathy	2312|54634	8|74	1.0766701673824741	0.7235529280667156	1.6021200445263328	0.7156372
Secondary	Pulmonary hypertension	479|54634	2|60	1.1620515260470303	0.5172280289055351	2.6107706344639303	0.7161138
Solid	Parkinsons disease	2312|54634	5|34	1.1002332469409	0.6574855055263844	1.8411252985797393	0.7161245
Prostate	Nephritides	196|24315	5|154	1.0961784559026373	0.6681959033181033	1.7982858039359293	0.7161515
Prostate	Barretts oesophagus	196|24315	2|35	1.1634130854214597	0.5144914818582975	2.630811306031833	0.7161672
Bladder	Vitiligo	163|54634	1|461	0.8578114147342155	0.3749342806387828	1.9625850748953946	0.7164462
Lymphoma	Chronic viral hepatitis	193|54634	2|616	0.891865448739724	0.4806480026488055	1.654899165859846	0.7167213
Haematopoietic	Eyelid ptosis	515|54634	2|103	1.1608668377841889	0.5182190135494184	2.600467716992695	0.7169762
Haematopoietic	Lichen planus	515|54634	7|445	1.0787071060683389	0.71606761651992	1.624998804355176	0.7170449
Cervical	Aplastic anaemias	137|30319	0|29	0.6045596120356378	0.03956807787793597	9.237050271488856	0.717518
Gynaecological	Gestational diabetes	361|30319	33|3284	0.9676785725482979	0.8095824451873845	1.1566478810596903	0.7180965
Ovarian	Alllergic and chronic rhinitis	117|30319	28|6397	1.0413942080131333	0.8348214577905574	1.299082440158581	0.7191745
All	Alopecia	2782|54634	22|566	0.9623368824130007	0.7805733696885861	1.1864256599246306	0.7192592
Secondary	Female infertility	281|30319	15|1616	1.0517759328056822	0.7985147654611814	1.3853627517962794	0.7194788
Digestive	Ankylosing spondylitis	534|54634	1|106	0.8578191350716896	0.37128921678739174	1.9818880679115107	0.7196313
Prostate	Spondylolisthesis	196|24315	1|35	0.854654487419858	0.36151882646428163	2.020459902491601	0.7205027
Male genital	Type 2 Diabetes	222|24315	99|4699	0.9742390249049817	0.844353453739674	1.1241046903332061	0.7207165
Prostate	Cardiomyopathy	196|24315	2|72	1.1584141990020544	0.5171271792730573	2.594958281512021	0.7208183
Ovarian	Osteoporosis	117|30319	2|246	0.8890862758294438	0.4656715321605579	1.697493514797301	0.7216205
Endocrine	Parkinsons disease	164|54634	0|34	0.6038979815692483	0.037615570697979044	9.695260908616385	0.7217668
Lung	Aplastic anaemias	130|54634	0|45	0.6027371988837323	0.03705419901217026	9.804344463063055	0.7220066
Respiratory	Peptic ulcer	149|54634	15|1199	1.0538566129285294	0.7890822797394257	1.4074752267658883	0.7223348
Thyroid	Barretts oesophagus	121|54634	0|57	0.6047942266774048	0.03756154091716389	9.738047153842327	0.7228298
Male genital	Irritable bowel syndrome	222|24315	7|673	0.936922135484303	0.6516171909036338	1.3471453795489046	0.7250904
Urinary	Bronchiectasis	212|54634	3|204	1.1219856305252498	0.5892971755733506	2.136191733619553	0.7260801
Endocrine	Aortic aneurysm	164|54634	0|41	0.6043045417029842	0.03592041795132065	10.166473553223991	0.726542
Ovarian	Hypertrophic cardiomyopathy	117|30319	0|11	0.5990489288373937	0.03368933367106972	10.652024841007611	0.7271294
Cervical	Dementia	137|30319	0|54	0.6032835262348406	0.03505980364663589	10.380862844942548	0.7277494
Non-Melanoma Skin	Hypertrophy of nasal turbinates	129|54634	3|1009	1.1188507025405185	0.5936438254014863	2.1087171145573538	0.7283643
Kidney	Dermatitis	182|54634	42|11312	1.0320058132111019	0.8633122898023888	1.2336625009071667	0.7293709
Secondary	Gout	479|54634	13|571	1.0537842154661026	0.7824658967075007	1.4191815610599308	0.7301559
Lung	Adrenal insufficiency	130|54634	0|31	0.6026190739693709	0.0337191686722587	10.769831007443285	0.7306234
Lymphoma	ADHD and hyperkinetic disorders	193|54634	0|43	0.6048885819362853	0.03456753956949178	10.58479142900333	0.7306524
Haematopoietic	Retinal detachments	515|54634	3|181	0.9102557272442001	0.5322038640194225	1.5568573341861895	0.7313038
Thyroid	Diabetic eye	121|54634	9|3243	1.068546592128005	0.7313718952273695	1.561164473230698	0.7317888
Non-Melanoma Skin	Bipolar disorder	129|54634	1|235	1.2266084461394042	0.3810740522044836	3.9482307216582035	0.7320084
Cervical	Heart failure	137|30319	1|225	1.2267949047937161	0.37922217194177665	3.968717679985482	0.7329194
Solid	Lupus erythematosus	2312|54634	7|117	1.0743664080909774	0.711431244995507	1.6224521862848436	0.7330489
Breast	Ankylosing spondylitis	428|30319	1|35	1.2272047227277025	0.37808326115956603	3.9833327369908953	0.7332307
Thyroid	Depression	121|54634	21|7686	1.0437506291905083	0.8158010867268262	1.3353933865258218	0.7333959
Cervical	Osteoporosis	137|30319	1|246	1.2267114855764758	0.3779801945899166	3.981216715542134	0.7337055
Respiratory	Lichen planus	149|54634	2|445	0.8965501927975075	0.47778884067672506	1.6823378441965444	0.7338056
Prostate	Alopecia	196|24315	1|323	0.8627252541001169	0.3682746822823471	2.021031854401218	0.7338739
Breast	Neuromuscular bladder dysfunction	428|30319	8|273	1.0676417028203884	0.7315636568184333	1.5581129474890254	0.7343386
Ovarian	Lichen planus	117|30319	2|250	1.1471298039894144	0.5191741826910061	2.534615223700315	0.7343395
Prostate	Spinal stenosis	196|24315	6|170	1.080683271620802	0.6900618415307946	1.6924227123909479	0.7345775
Lung	Rosacea	130|54634	1|477	0.863928731733356	0.3705352711469198	2.014309869082512	0.7348751
Breast	Eyelid ptosis	428|30319	1|58	0.8636635463207575	0.36883494445954923	2.022353717965444	0.7356291
Urinary	Post-traumatic stress disorders	212|54634	10|2948	0.9485995878700583	0.6979728038112323	1.289220974218084	0.7360375
Uterine	Spondylosis	102|30319	8|872	0.9413638038800851	0.6621849906581484	1.3382450882416097	0.7363677
Urinary	Nasal polyp	212|54634	4|590	1.0978125400942988	0.6372656738190913	1.891192987009104	0.7366494
Uterine	Psoriasis	102|30319	2|595	0.8979669637982772	0.4786667518894819	1.6845637698673321	0.7374084
Ovarian	Adrenal insufficiency	117|30319	0|21	0.6027335824713883	0.031232639286588128	11.631670577221968	0.7374449
